"partido_id";"partido_completo";"equipo_nombre";"tipo_equipo";"ball_possession";"expected_goals";"big_chances";"total_shots";"goalkeeper_saves";"corner_kicks";"fouls";"passes";"tackles";"free_kicks";"yellow_cards";"shots_on_target";"hit_woodwork";"shots_off_target";"blocked_shots";"shots_inside_box";"shots_outside_box";"big_chances_scored";"big_chances_missed";"through_balls";"touches_in_penalty_area";"fouled_in_final_third";"offsides";"accurate_passes";"throw-ins";"final_third_entries";"final_third_phase";"long_balls";"crosses";"duels";"dispossessed";"ground_duels";"aerial_duels";"dribbles";"tackles_won";"total_tackles";"interceptions";"recoveries";"clearances";"errors_lead_to_a_goal";"total_saves";"big_saves";"high_claims";"punches";"goal_kicks";"red_cards";"errors_lead_to_a_shot";"penalty_saves";"goals_prevented";"goles"
14488279;"Turkmenistan vs Uzbekistan";"Uzbekistan";"away";62;NA;NA;NA;NA;4;10;NA;NA;7;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;5;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;NA;NA;NA;2
13218589;"Sri Lanka vs Turkmenistan";"Sri Lanka";"home";38;0,7;NA;7;3;3;11;215;0;2;1;2;1;3;1;4;3;NA;NA;1;9;NA;1;173;15;NA;20;13;7;39;4;36;21;12;NA;0;8;NA;19;NA;3;NA;NA;NA;17;0;2;NA;NA;1
13218589;"Sri Lanka vs Turkmenistan";"Turkmenistan";"away";62;0,92;NA;15;1;9;12;403;1;1;1;2;1;11;1;9;6;NA;NA;2;15;NA;0;333;22;NA;39;42;6;43;4;34;30;9;NA;1;11;NA;13;NA;1;NA;NA;NA;7;0;2;NA;NA;0
13218601;"Turkmenistan vs Sri Lanka";"Turkmenistan";"home";60;1,92;NA;16;4;7;6;455;4;2;2;8;0;2;6;8;8;NA;NA;4;25;NA;0;373;19;NA;50;32;7;44;6;48;27;19;NA;4;22;NA;13;NA;4;NA;1;NA;3;0;0;NA;NA;2
13218601;"Turkmenistan vs Sri Lanka";"Sri Lanka";"away";40;1,25;NA;11;6;3;7;238;0;4;3;4;1;2;4;6;5;NA;NA;0;14;NA;4;167;26;NA;15;19;2;33;6;44;12;12;NA;0;19;NA;16;NA;6;NA;1;NA;10;0;7;NA;NA;1
13218614;"Turkmenistan vs Chinese Taipei";"Turkmenistan";"home";65;1,61;NA;20;1;7;14;574;4;1;0;12;1;7;0;11;9;NA;NA;0;22;NA;1;486;29;NA;61;26;5;38;1;40;8;20;NA;4;16;NA;7;NA;1;NA;0;NA;5;0;2;NA;NA;3
13218614;"Turkmenistan vs Chinese Taipei";"Chinese Taipei";"away";35;0,35;NA;3;9;0;3;313;1;1;1;2;0;0;1;2;1;NA;NA;3;6;NA;1;237;21;NA;22;19;0;30;6;33;7;11;NA;1;15;NA;29;NA;9;NA;1;NA;12;0;7;NA;NA;1
13233604;"Latvia vs Andorra";"Latvia";"home";70;1,52;1;9;NA;5;7;605;20;12;1;2;0;4;3;5;4;1;NA;1;19;3;4;517;24;75;89;19;3;58;4;38;11;7;50;20;7;42;19;1;NA;NA;1;0;4;0;NA;NA;NA;2
13233604;"Latvia vs Andorra";"Andorra";"away";30;0,47;2;5;NA;1;13;255;9;7;3;2;0;3;0;4;1;2;NA;1;10;0;0;178;25;37;36;13;0;42;9;22;13;7;78;9;7;31;39;0;NA;NA;0;2;12;1;NA;NA;NA;2
13233647;"Latvia vs England";"Latvia";"home";28;0,47;0;6;3;2;11;288;13;5;4;1;0;2;3;5;1;0;0;0;9;0;0;234;13;20;29;22;2;44;10;24;7;6;62;13;15;37;45;1;3;2;NA;1;14;NA;NA;NA;NA;0
13233647;"Latvia vs England";"England";"away";72;2,9;3;24;1;9;5;719;14;10;1;7;0;10;7;13;11;2;1;1;48;8;1;661;17;100;334;17;5;56;6;37;2;12;43;14;12;48;9;0;1;1;NA;0;3;NA;NA;NA;NA;5
13233474;"England vs Andorra";"England";"home";83;1,97;3;11;0;8;10;787;11;8;1;7;0;3;1;9;2;1;2;1;46;NA;5;710;21;124;268;22;6;44;8;23;14;5;82;11;2;53;4;NA;0;NA;0;NA;1;NA;0;NA;NA;2
13233474;"England vs Andorra";"Andorra";"away";17;0,1;0;2;5;0;8;165;18;10;1;0;0;2;0;1;1;0;0;0;4;NA;1;93;12;24;14;20;1;56;5;33;14;5;83;18;8;35;43;NA;5;NA;1;NA;15;NA;2;NA;NA;0
12183476;"Chad vs Ghana";"Chad";"home";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;NA;NA;NA;1
12183476;"Chad vs Ghana";"Ghana";"away";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;NA;NA;NA;1
12183425;"Madagascar vs Chad";"Madagascar";"home";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;5;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;NA;NA;NA;3
12183425;"Madagascar vs Chad";"Chad";"away";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;3;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;NA;NA;NA;1
12183371;"Chad vs Central African Republic";"Chad";"home";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;4;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;NA;NA;NA;2
12183371;"Chad vs Central African Republic";"Central African Republic";"away";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;8;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;NA;NA;NA;3
12183483;"Madagascar vs Central African Republic";"Madagascar";"home";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;NA;NA;NA;2
12183483;"Madagascar vs Central African Republic";"Central African Republic";"away";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;NA;NA;NA;0
12183408;"Central African Republic vs Ghana";"Central African Republic";"home";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;NA;NA;NA;0
12183408;"Central African Republic vs Ghana";"Ghana";"away";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;NA;NA;NA;5
14270893;"El Salvador vs Suriname";"El Salvador";"home";46;NA;2;11;2;7;15;392;15;14;3;2;0;7;2;8;3;0;2;1;16;2;1;321;25;65;67;24;4;48;8;31;12;3;53;15;7;38;16;NA;2;NA;0;0;10;NA;NA;NA;NA;1
14270893;"El Salvador vs Suriname";"Suriname";"away";54;NA;2;10;2;4;14;489;13;15;1;4;0;4;2;9;1;2;0;0;17;0;1;417;16;66;80;24;4;52;5;35;12;8;62;13;12;50;30;NA;2;NA;1;1;8;NA;NA;NA;NA;2
14270897;"El Salvador vs Panama";"El Salvador";"home";43;NA;1;10;1;3;NA;328;19;14;3;1;0;3;6;5;5;0;1;0;NA;2;0;255;18;58;NA;14;3;48;5;39;13;6;74;19;10;37;28;NA;1;NA;NA;NA;8;NA;NA;NA;NA;0
14270897;"El Salvador vs Panama";"Panama";"away";57;NA;3;7;1;5;NA;448;10;21;0;2;0;2;3;6;1;1;2;2;NA;5;1;370;26;60;NA;22;2;52;13;37;20;9;60;10;5;36;31;NA;1;NA;NA;NA;6;NA;NA;NA;NA;1
14270900;"Suriname vs El Salvador";"Suriname";"home";50;NA;6;13;3;2;15;381;10;24;1;4;1;7;2;10;3;4;2;1;NA;6;NA;319;15;54;NA;23;7;57;5;39;15;7;40;10;11;50;13;NA;3;NA;NA;NA;6;NA;NA;NA;NA;4
14270900;"Suriname vs El Salvador";"El Salvador";"away";50;NA;1;10;0;3;25;385;11;15;3;3;0;4;3;1;9;0;1;0;NA;1;NA;310;20;55;NA;30;2;43;5;31;10;6;82;11;5;44;17;NA;0;NA;NA;NA;11;NA;NA;NA;NA;0
14270888;"Panama vs El Salvador";"Panama";"home";69;NA;8;21;2;4;22;550;12;16;1;10;2;10;1;17;4;2;6;NA;NA;4;3;491;13;69;NA;37;4;53;5;33;15;5;75;12;7;37;12;NA;2;NA;NA;NA;4;NA;NA;NA;NA;3
14270888;"Panama vs El Salvador";"El Salvador";"away";31;NA;1;7;6;1;17;243;9;22;2;2;0;4;1;4;3;0;1;NA;NA;2;0;179;15;49;NA;15;2;47;6;33;10;5;56;9;5;24;23;NA;6;NA;NA;NA;11;NA;NA;NA;NA;0
14270885;"Suriname vs Panama";"Suriname";"home";43;NA;2;9;3;3;7;352;16;10;2;3;1;4;2;7;2;NA;2;0;17;0;2;269;19;41;45;17;2;54;6;34;8;10;75;16;10;39;34;NA;3;1;NA;2;10;NA;NA;NA;NA;0
14270885;"Suriname vs Panama";"Panama";"away";57;NA;2;15;2;11;10;448;17;7;1;4;2;5;6;9;6;NA;2;1;26;4;1;371;21;70;98;38;5;46;10;31;5;7;65;17;9;30;10;NA;2;0;NA;0;11;NA;NA;NA;NA;0
14270895;"Panama vs Suriname";"Panama";"home";67;NA;7;28;3;7;14;603;9;11;0;8;0;15;5;20;8;1;6;2;NA;2;0;510;12;84;NA;33;12;46;7;32;10;12;78;9;5;57;14;NA;3;NA;NA;NA;4;NA;NA;NA;NA;1
14270895;"Panama vs Suriname";"Suriname";"away";33;NA;2;8;7;3;11;302;16;14;1;4;0;3;1;2;6;1;1;1;NA;1;3;215;13;51;NA;26;0;54;3;35;15;7;63;16;11;50;52;NA;7;NA;NA;NA;18;NA;NA;NA;NA;1
12475968;"United Arab Emirates vs Uzbekistan";"United Arab Emirates";"home";61;NA;0;10;0;2;12;589;13;13;1;6;0;2;2;7;3;NA;0;NA;13;3;NA;526;19;56;79;24;3;47;8;27;10;2;38;13;1;40;24;NA;0;0;0;NA;6;NA;NA;NA;NA;0
12475968;"United Arab Emirates vs Uzbekistan";"Uzbekistan";"away";39;NA;1;4;6;3;13;365;13;12;1;0;1;2;2;3;1;NA;1;NA;10;2;NA;294;18;66;65;29;4;53;6;27;14;4;69;13;11;50;13;NA;6;2;2;NA;7;NA;NA;NA;NA;0
12476093;"Kyrgyzstan vs United Arab Emirates";"Kyrgyzstan";"home";55;NA;0;10;1;4;13;441;12;8;2;4;1;4;2;3;7;0;NA;0;13;1;1;352;36;61;54;19;3;39;10;25;14;6;58;12;9;47;6;1;1;NA;1;NA;8;NA;NA;NA;NA;1
12476093;"Kyrgyzstan vs United Arab Emirates";"United Arab Emirates";"away";45;NA;1;5;3;2;8;378;18;13;1;2;0;2;1;3;2;1;NA;1;12;1;2;295;16;56;55;19;1;61;10;40;21;9;72;18;17;50;32;0;3;NA;1;NA;10;NA;NA;NA;NA;1
14287815;"Lecce vs United Arab Emirates";"Lecce";"home";NA;NA;NA;NA;NA;5;NA;NA;NA;13;2;4;NA;3;NA;NA;NA;NA;NA;NA;NA;NA;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;NA;NA;NA;1
14287815;"Lecce vs United Arab Emirates";"United Arab Emirates";"away";NA;NA;NA;NA;NA;0;NA;NA;NA;11;3;6;NA;4;NA;NA;NA;NA;NA;NA;NA;NA;4;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;NA;NA;NA;3
10339208;"Burkina Faso vs Eswatini";"Burkina Faso";"home";67;NA;2;18;3;6;8;669;13;6;1;4;0;13;1;12;6;NA;2;NA;NA;3;1;573;27;102;NA;38;6;48;5;29;11;10;62;13;12;79;6;NA;3;NA;NA;NA;7;NA;NA;NA;NA;0
10339208;"Burkina Faso vs Eswatini";"Eswatini";"away";33;NA;0;12;4;5;7;326;18;8;0;3;0;6;3;4;8;NA;0;NA;NA;2;1;243;16;48;NA;30;1;52;9;33;10;9;83;18;11;68;31;NA;4;NA;NA;NA;15;NA;NA;NA;NA;0
11730028;"South Africa vs Eswatini";"South Africa";"home";NA;NA;NA;0;NA;1;NA;NA;NA;NA;1;0;0;0;0;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0
11730028;"South Africa vs Eswatini";"Eswatini";"away";NA;NA;NA;0;NA;3;NA;NA;NA;NA;1;0;0;0;0;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0
11797974;"Eswatini vs Libya";"Eswatini";"home";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;NA;NA;NA;0
11797974;"Eswatini vs Libya";"Libya";"away";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;NA;NA;NA;1
11797964;"Eswatini vs Cabo Verde";"Eswatini";"home";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;4;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;NA;NA;NA;0
11797964;"Eswatini vs Cabo Verde";"Cabo Verde";"away";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;NA;NA;NA;2
12183473;"Angola vs Eswatini";"Angola";"home";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;NA;NA;NA;1
12183473;"Angola vs Eswatini";"Eswatini";"away";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;NA;NA;NA;0
12183466;"Mauritius vs Eswatini";"Mauritius";"home";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;NA;NA;NA;2
12183466;"Mauritius vs Eswatini";"Eswatini";"away";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;NA;NA;NA;1
12526650;"Guinea-Bissau vs Eswatini";"Guinea-Bissau";"home";66;0,51;1;9;2;5;12;548;18;10;1;5;0;3;1;7;2;1;0;NA;18;3;5;496;13;66;88;30;6;54;9;36;6;8;61;18;9;48;18;NA;2;0;NA;0;8;NA;1;NA;NA;1
12526650;"Guinea-Bissau vs Eswatini";"Eswatini";"away";34;0,76;1;7;4;4;11;279;17;11;1;2;0;4;1;3;4;0;1;NA;10;0;5;218;15;50;45;31;1;46;13;31;5;3;47;17;7;47;15;NA;4;1;NA;1;7;NA;0;NA;NA;0
12526647;"Eswatini vs Mali";"Eswatini";"home";34;0,07;0;4;7;2;8;336;15;11;2;0;0;4;0;0;4;NA;0;0;4;2;1;258;18;43;44;31;1;45;8;34;4;8;67;15;6;52;8;NA;7;1;NA;NA;11;NA;NA;NA;NA;0
12526647;"Eswatini vs Mali";"Mali";"away";66;1,35;1;21;0;6;11;649;12;8;0;8;0;11;2;11;10;NA;1;1;31;1;5;584;22;61;156;36;4;55;10;35;11;15;67;12;7;56;6;NA;0;0;NA;NA;9;NA;NA;NA;NA;1
12526649;"Mozambique vs Eswatini";"Mozambique";"home";70;1,7;1;11;0;8;5;440;6;19;1;2;1;6;3;7;4;1;NA;NA;13;9;1;373;21;93;89;27;4;58;12;36;12;11;33;6;10;48;18;NA;0;NA;0;NA;2;NA;NA;NA;NA;1
12526649;"Mozambique vs Eswatini";"Eswatini";"away";30;0,11;0;4;1;4;19;183;20;5;2;2;0;2;0;3;1;0;NA;NA;10;0;1;122;14;47;43;20;2;42;0;28;7;3;75;20;11;44;32;NA;1;NA;1;NA;11;NA;NA;NA;NA;1
12526643;"Eswatini vs Mozambique";"Eswatini";"home";40;0,33;0;15;2;4;11;385;22;5;1;3;0;9;3;4;11;0;NA;1;17;3;0;315;17;55;82;13;4;39;10;32;11;5;55;22;14;49;20;NA;2;NA;2;NA;8;NA;1;NA;NA;0
12526643;"Eswatini vs Mozambique";"Mozambique";"away";60;1,42;2;13;3;4;6;573;15;11;1;5;0;6;2;8;5;2;NA;1;26;4;1;488;22;62;96;26;4;61;13;44;23;19;73;15;12;51;22;NA;3;NA;0;NA;9;NA;0;NA;NA;3
12526651;"Eswatini vs Guinea-Bissau";"Eswatini";"home";34;1,61;2;9;5;3;13;287;17;13;NA;2;0;6;1;4;5;1;1;NA;11;1;4;206;24;43;28;22;1;43;14;31;9;2;76;17;8;46;24;NA;5;NA;5;NA;20;NA;NA;0;NA;1
12526651;"Eswatini vs Guinea-Bissau";"Guinea-Bissau";"away";66;1,83;3;17;1;3;14;555;19;13;NA;6;0;8;3;9;8;1;2;NA;28;2;1;474;19;75;110;41;13;56;8;40;13;9;89;19;9;59;11;NA;1;NA;1;NA;7;NA;NA;1;NA;1
12526764;"Mali vs Eswatini";"Mali";"home";65;4,05;6;24;0;3;6;703;6;7;NA;12;1;9;3;18;6;4;2;NA;34;2;3;650;14;94;127;31;4;58;2;24;6;11;67;6;14;60;4;NA;0;NA;0;NA;5;NA;NA;NA;NA;6
12526764;"Mali vs Eswatini";"Eswatini";"away";35;0,02;0;2;6;0;7;378;15;6;NA;0;0;2;0;0;2;0;0;NA;3;0;2;288;14;32;16;19;0;42;2;21;1;2;60;15;10;55;16;NA;6;NA;2;NA;14;NA;NA;NA;NA;0
12183437;"Eswatini vs Cameroon";"Eswatini";"home";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;NA;NA;NA;0
12183437;"Eswatini vs Cameroon";"Cameroon";"away";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;NA;NA;NA;0
12183430;"Eswatini vs Mauritius";"Eswatini";"home";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;NA;NA;NA;3
12183430;"Eswatini vs Mauritius";"Mauritius";"away";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;NA;NA;NA;3
13938629;"Madagascar vs Eswatini";"Madagascar";"home";45;NA;NA;NA;NA;1;7;NA;NA;13;1;7;NA;15;NA;NA;NA;NA;NA;NA;NA;NA;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;NA;NA;NA;1
13938629;"Madagascar vs Eswatini";"Eswatini";"away";55;NA;NA;NA;NA;5;13;NA;NA;7;0;6;NA;6;NA;NA;NA;NA;NA;NA;NA;NA;3;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;NA;NA;NA;1
13963590;"Eswatini vs Tanzania";"Eswatini";"home";47;NA;NA;NA;NA;5;10;NA;NA;14;0;6;NA;8;NA;NA;NA;NA;NA;NA;NA;NA;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;NA;NA;NA;1
13963590;"Eswatini vs Tanzania";"Tanzania";"away";53;NA;NA;NA;NA;0;14;NA;NA;10;0;5;NA;8;NA;NA;NA;NA;NA;NA;NA;NA;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;NA;NA;NA;2
11774450;"Argentina vs Uruguay";"Argentina";"home";63;NA;1;12;0;8;11;576;24;22;4;3;1;3;6;6;6;0;1;1;NA;6;5;495;19;58;NA;21;8;59;9;53;14;8;63;24;5;57;8;NA;0;NA;NA;NA;5;NA;NA;NA;NA;0
11774450;"Argentina vs Uruguay";"Uruguay";"away";37;NA;2;6;3;1;22;336;21;11;3;2;0;2;2;5;1;1;1;0;NA;1;2;265;17;49;NA;17;1;41;12;42;4;10;67;21;8;55;16;NA;3;NA;NA;NA;7;NA;NA;NA;NA;2
11774480;"Brazil vs Argentina";"Brazil";"home";50;NA;1;8;1;4;26;400;8;16;3;4;0;1;3;3;5;NA;1;NA;NA;2;0;352;13;41;NA;11;2;41;7;26;15;5;63;8;12;32;5;NA;1;NA;NA;NA;3;1;NA;NA;NA;0
11774480;"Brazil vs Argentina";"Argentina";"away";50;NA;0;8;3;3;16;425;20;24;0;2;0;2;4;3;5;NA;0;NA;NA;1;1;366;18;34;NA;27;2;59;4;49;9;5;50;20;7;35;17;NA;3;NA;NA;NA;8;0;NA;NA;NA;1
12169575;"Argentina vs El Salvador";"Argentina";"home";79;NA;4;24;1;11;13;922;24;9;0;14;0;6;4;16;8;3;1;NA;NA;4;2;847;16;97;NA;23;5;61;3;44;9;11;71;24;11;57;2;NA;1;NA;NA;NA;2;NA;NA;NA;NA;3
12169575;"Argentina vs El Salvador";"El Salvador";"away";21;NA;0;2;10;2;10;237;11;13;2;1;0;0;1;1;1;0;0;NA;NA;0;0;169;18;20;NA;9;0;39;13;29;5;6;82;11;13;53;24;NA;10;NA;NA;NA;6;NA;NA;NA;NA;0
12169910;"Argentina vs Costa Rica";"Argentina";"home";74;NA;6;23;2;7;14;791;20;19;1;13;1;7;3;17;6;1;5;4;NA;6;1;707;20;70;NA;29;2;56;12;51;6;12;60;20;7;59;1;NA;2;NA;NA;NA;5;NA;NA;NA;NA;3
12169910;"Argentina vs Costa Rica";"Costa Rica";"away";26;NA;2;7;8;1;20;275;19;14;1;3;0;4;0;4;3;1;1;0;NA;1;0;199;16;43;NA;22;1;44;13;36;9;3;58;19;14;55;15;NA;8;NA;NA;NA;13;NA;NA;NA;NA;1
12258884;"Argentina vs Ecuador";"Argentina";"home";65;NA;2;11;0;3;15;632;21;20;1;4;1;5;2;6;5;1;1;NA;15;5;2;567;19;41;83;36;0;54;10;46;7;6;62;21;6;47;5;NA;0;NA;NA;NA;3;NA;NA;NA;NA;1
12258884;"Argentina vs Ecuador";"Ecuador";"away";35;NA;0;5;3;2;20;343;16;14;2;0;0;4;1;3;2;0;0;NA;5;2;1;281;13;25;20;14;1;46;8;37;8;7;88;16;9;46;11;NA;3;NA;NA;NA;6;NA;NA;NA;NA;0
11886373;"Argentina vs Canada";"Argentina";"home";64;3,02;9;19;2;7;15;604;19;9;2;9;0;7;3;15;4;2;7;2;37;3;1;547;23;57;102;35;3;44;14;34;6;6;74;19;8;47;10;NA;2;0;1;NA;8;NA;NA;NA;0,15;2
11886373;"Argentina vs Canada";"Canada";"away";36;1,16;2;10;6;4;9;327;29;12;2;2;0;4;4;6;4;0;2;0;18;2;1;265;10;30;44;14;4;56;13;46;4;5;55;29;7;44;18;NA;6;2;1;NA;6;NA;NA;NA;0,95;0
11886396;"Argentina vs Peru";"Argentina";"home";74;2,29;4;12;1;6;11;627;17;17;1;6;1;4;2;10;2;2;2;1;21;5;3;561;18;44;63;26;3;58;6;38;10;4;71;17;7;40;14;NA;1;0;0;NA;5;NA;1;NA;0,09;2
11886396;"Argentina vs Peru";"Peru";"away";26;0,14;0;6;4;3;20;209;13;11;5;1;1;3;2;2;4;0;0;0;12;3;1;150;23;32;30;13;6;42;6;27;8;3;77;13;11;39;6;NA;4;1;1;NA;5;NA;0;NA;-0,89;0
11886594;"Argentina vs Ecuador";"Argentina";"home";51;0,87;2;8;1;2;13;374;22;11;2;2;0;4;2;8;0;1;1;0;14;0;2;310;19;56;64;24;2;45;11;35;7;2;68;22;10;43;16;NA;1;NA;1;NA;7;NA;NA;NA;0,07;5
11886594;"Argentina vs Ecuador";"Ecuador";"away";49;1,73;3;9;1;5;14;354;20;12;2;2;1;5;2;8;1;0;3;1;22;2;1;290;20;38;39;21;6;55;11;42;9;10;60;20;7;37;18;NA;1;NA;0;NA;6;NA;NA;NA;-0,67;3
11886259;"Argentina vs Canada";"Argentina";"home";51;2,2;2;11;2;2;5;478;15;15;1;3;0;6;2;7;4;2;0;2;13;1;2;406;14;34;34;17;2;51;5;34;5;5;53;15;6;49;12;NA;2;1;1;NA;9;NA;1;NA;0,82;2
